index,promptcategory,place,suggestion,imperative,prompttemplate,prompt,difficulty,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
631,maps,north america,1800,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1800,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
632,maps,north america,1763,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north america in 1763,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts north america in 1763'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1763)? Just reply with 'yes' or 'no'.
633,maps,north america,1763,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north america in 1763,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north america in 1763'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1763)? Just reply with 'yes' or 'no'.
634,maps,north america,1763,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north america in 1763,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north america in 1763'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1763)? Just reply with 'yes' or 'no'.
635,maps,north america,1763,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1763,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1763'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1763)? Just reply with 'yes' or 'no'.
636,maps,north america,1776,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north america in 1776,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts north america in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
637,maps,north america,1776,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north america in 1776,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north america in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
638,maps,north america,1776,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north america in 1776,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north america in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
639,maps,north america,1776,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1776,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1776'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1776)? Just reply with 'yes' or 'no'.
640,maps,north america,1700,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north america in 1700,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts north america in 1700'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1700)? Just reply with 'yes' or 'no'.
641,maps,north america,1700,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north america in 1700,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north america in 1700'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1700)? Just reply with 'yes' or 'no'.
642,maps,north america,1700,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north america in 1700,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north america in 1700'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1700)? Just reply with 'yes' or 'no'.
643,maps,north america,1700,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1700,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1700'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1700)? Just reply with 'yes' or 'no'.
644,maps,north america,1750,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north america in 1750,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts north america in 1750'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1750)? Just reply with 'yes' or 'no'.
645,maps,north america,1750,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north america in 1750,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north america in 1750'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1750)? Just reply with 'yes' or 'no'.
646,maps,north america,1750,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north america in 1750,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north america in 1750'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1750)? Just reply with 'yes' or 'no'.
647,maps,north america,1750,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1750,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1750'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1750)? Just reply with 'yes' or 'no'.
648,maps,north america,1600,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north america in 1600,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts north america in 1600'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1600)? Just reply with 'yes' or 'no'.
649,maps,north america,1600,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north america in 1600,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north america in 1600'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1600)? Just reply with 'yes' or 'no'.
650,maps,north america,1600,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north america in 1600,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north america in 1600'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1600)? Just reply with 'yes' or 'no'.
651,maps,north america,1600,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1600,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1600'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1600)? Just reply with 'yes' or 'no'.
652,maps,north america,1500,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north america in 1500,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts north america in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
653,maps,north america,1500,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north america in 1500,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north america in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
654,maps,north america,1500,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north america in 1500,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north america in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
655,maps,north america,1500,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1500,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1500'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1500)? Just reply with 'yes' or 'no'.
656,maps,north america,1840,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts north america in 1840,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts north america in 1840'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1840)? Just reply with 'yes' or 'no'.
657,maps,north america,1840,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts north america in 1840,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts north america in 1840'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1840)? Just reply with 'yes' or 'no'.
658,maps,north america,1840,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts north america in 1840,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts north america in 1840'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1840)? Just reply with 'yes' or 'no'.
659,maps,north america,1840,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts north america in 1840,1,Is the following subject present in the image: 'Map of north america'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts north america in 1840'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1840)? Just reply with 'yes' or 'no'.
660,maps,africa,1914,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts africa in 1914,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts africa in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
661,maps,africa,1914,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts africa in 1914,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts africa in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
662,maps,africa,1914,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts africa in 1914,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts africa in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
663,maps,africa,1914,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts africa in 1914,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts africa in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
664,maps,africa,1913,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts africa in 1913,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts africa in 1913'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1913)? Just reply with 'yes' or 'no'.
665,maps,africa,1913,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts africa in 1913,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts africa in 1913'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1913)? Just reply with 'yes' or 'no'.
666,maps,africa,1913,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts africa in 1913,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts africa in 1913'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1913)? Just reply with 'yes' or 'no'.
667,maps,africa,1913,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts africa in 1913,1,Is the following subject present in the image: 'Map of africa'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts africa in 1913'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1913)? Just reply with 'yes' or 'no'.
668,maps,asia,1914,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts asia in 1914,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts asia in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
669,maps,asia,1914,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts asia in 1914,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts asia in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
670,maps,asia,1914,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts asia in 1914,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts asia in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
671,maps,asia,1914,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts asia in 1914,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts asia in 1914'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1914)? Just reply with 'yes' or 'no'.
672,maps,asia,1900,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts asia in 1900,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts asia in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
673,maps,asia,1900,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts asia in 1900,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts asia in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
674,maps,asia,1900,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts asia in 1900,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts asia in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
675,maps,asia,1900,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts asia in 1900,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts asia in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
676,maps,asia,1800,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts asia in 1800,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts asia in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
677,maps,asia,1800,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts asia in 1800,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts asia in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
678,maps,asia,1800,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts asia in 1800,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts asia in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
679,maps,asia,1800,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts asia in 1800,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts asia in 1800'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1800)? Just reply with 'yes' or 'no'.
680,maps,asia,1940,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts asia in 1940,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts asia in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
681,maps,asia,1940,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts asia in 1940,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts asia in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
682,maps,asia,1940,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts asia in 1940,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts asia in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
683,maps,asia,1940,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts asia in 1940,1,Is the following subject present in the image: 'Map of asia'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts asia in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
684,maps,middle east,1900,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the middle east in 1900,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts the middle east in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
685,maps,middle east,1900,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the middle east in 1900,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts the middle east in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
686,maps,middle east,1900,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the middle east in 1900,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts the middle east in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
687,maps,middle east,1900,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the middle east in 1900,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts the middle east in 1900'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1900)? Just reply with 'yes' or 'no'.
688,maps,middle east,1940,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the middle east in 1940,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts the middle east in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
689,maps,middle east,1940,Give me,(imperative) a realistic map that accurately depicts (place) in (suggestion),Give me a realistic map that accurately depicts the middle east in 1940,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a realistic map that accurately depicts the middle east in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
690,maps,middle east,1940,Generate,(imperative) a realistic map that accurately depicts (place) in (suggestion),Generate a realistic map that accurately depicts the middle east in 1940,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a realistic map that accurately depicts the middle east in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
691,maps,middle east,1940,Produce,(imperative) a realistic map that accurately depicts (place) in (suggestion),Produce a realistic map that accurately depicts the middle east in 1940,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a realistic map that accurately depicts the middle east in 1940'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1940)? Just reply with 'yes' or 'no'.
692,maps,middle east,1930,Create,(imperative) a realistic map that accurately depicts (place) in (suggestion),Create a realistic map that accurately depicts the middle east in 1930,1,Is the following subject present in the image: 'Map of middle east'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a realistic map that accurately depicts the middle east in 1930'? Is the correct temporal knowledge applied (i.e. a map depicting the correct borders of 1930)? Just reply with 'yes' or 'no'.
