index,subject,lifespan,anAge,prompttemplate,promptcategory,imperative,prompt,difficulty,time,goldenrecordImages,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
1447,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of a Honey Badger that is 16.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a Honey Badger that is 16.0 years old.'? Is the correct temporal knowledge applied (i.e. 160 years old)? Just reply with 'yes' or 'no'.
1448,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of a Honey Badger that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Honey Badger that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1449,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of a Honey Badger that is 25 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Honey Badger that is 25 years old.'? Is the correct temporal knowledge applied (i.e. 25 years old)? Just reply with 'yes' or 'no'.
1450,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of a Honey Badger that is 62 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Honey Badger that is 62 years old.'? Is the correct temporal knowledge applied (i.e. 62 years old)? Just reply with 'yes' or 'no'.
1451,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of a Honey Badger that is 16.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of a Honey Badger that is 16.0 years old.'? Is the correct temporal knowledge applied (i.e. 160 years old)? Just reply with 'yes' or 'no'.
1452,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of a Honey Badger that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Honey Badger that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1453,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of a Honey Badger that is 25 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Honey Badger that is 25 years old.'? Is the correct temporal knowledge applied (i.e. 25 years old)? Just reply with 'yes' or 'no'.
1454,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of a Honey Badger that is 62 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Honey Badger that is 62 years old.'? Is the correct temporal knowledge applied (i.e. 62 years old)? Just reply with 'yes' or 'no'.
1455,Honey Badger,24.0,31.3,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of a Honey Badger that is 16.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Honey%20badger.jpg,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Honey Badger'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of a Honey Badger that is 16.0 years old.'? Is the correct temporal knowledge applied (i.e. 160 years old)? Just reply with 'yes' or 'no'.
1456,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is 1 month old,youth,Create,Create a photorealistic image of an Impala that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Impala that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1457,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of an Impala that is 21 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Impala that is 21 years old.'? Is the correct temporal knowledge applied (i.e. 21 years old)? Just reply with 'yes' or 'no'.
1458,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of an Impala that is 52 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Impala that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.
1459,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of an Impala that is 13.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Impala that is 13.0 years old.'? Is the correct temporal knowledge applied (i.e. 130 years old)? Just reply with 'yes' or 'no'.
1460,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of an Impala that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Impala that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1461,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of an Impala that is 21 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Impala that is 21 years old.'? Is the correct temporal knowledge applied (i.e. 21 years old)? Just reply with 'yes' or 'no'.
1462,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of an Impala that is 52 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Impala that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.
1463,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of an Impala that is 13.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Impala that is 13.0 years old.'? Is the correct temporal knowledge applied (i.e. 130 years old)? Just reply with 'yes' or 'no'.
1464,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of an Impala that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an Impala that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1465,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of an Impala that is 21 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an Impala that is 21 years old.'? Is the correct temporal knowledge applied (i.e. 21 years old)? Just reply with 'yes' or 'no'.
1466,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of an Impala that is 52 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an Impala that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.
1467,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Give me,Give me a photorealistic image of an Impala that is 13.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an Impala that is 13.0 years old.'? Is the correct temporal knowledge applied (i.e. 130 years old)? Just reply with 'yes' or 'no'.
1468,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is 1 month old,youth,Produce,Produce a photorealistic image of an Impala that is one month old.,1,1 month,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of an Impala that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1469,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Produce,Produce a photorealistic image of an Impala that is 21 years old.,1,lifespan*0.8,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of an Impala that is 21 years old.'? Is the correct temporal knowledge applied (i.e. 21 years old)? Just reply with 'yes' or 'no'.
1470,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Produce,Produce a photorealistic image of an Impala that is 52 years old.,2,lifespan*2,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of an Impala that is 52 years old.'? Is the correct temporal knowledge applied (i.e. 52 years old)? Just reply with 'yes' or 'no'.
1471,Impala,15.0,25.6,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Produce,Produce a photorealistic image of an Impala that is 13.0 years old.,1,0.5*lifespan,"http://commons.wikimedia.org/wiki/Special:FilePath/Aepyceros%20melampus%20-%20001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Female%20impala.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Impala%20mutualim%20with%20birds%20wide.jpg","mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Impala'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of an Impala that is 13.0 years old.'? Is the correct temporal knowledge applied (i.e. 130 years old)? Just reply with 'yes' or 'no'.
1472,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is 1 month old,youth,Create,Create a photorealistic image of an Indian Flying Fox that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Indian Flying Fox that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1473,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Create,Create a photorealistic image of an Indian Flying Fox that is 35 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Indian Flying Fox that is 35 years old.'? Is the correct temporal knowledge applied (i.e. 35 years old)? Just reply with 'yes' or 'no'.
1474,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Create,Create a photorealistic image of an Indian Flying Fox that is 88 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Indian Flying Fox that is 88 years old.'? Is the correct temporal knowledge applied (i.e. 88 years old)? Just reply with 'yes' or 'no'.
1475,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Create,Create a photorealistic image of an Indian Flying Fox that is 22.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of an Indian Flying Fox that is 22.0 years old.'? Is the correct temporal knowledge applied (i.e. 220 years old)? Just reply with 'yes' or 'no'.
1476,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is 1 month old,youth,Generate,Generate a photorealistic image of an Indian Flying Fox that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Indian Flying Fox that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1477,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Generate,Generate a photorealistic image of an Indian Flying Fox that is 35 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Indian Flying Fox that is 35 years old.'? Is the correct temporal knowledge applied (i.e. 35 years old)? Just reply with 'yes' or 'no'.
1478,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Generate,Generate a photorealistic image of an Indian Flying Fox that is 88 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Indian Flying Fox that is 88 years old.'? Is the correct temporal knowledge applied (i.e. 88 years old)? Just reply with 'yes' or 'no'.
1479,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (0.5*lifespan) years old,realistic age,Generate,Generate a photorealistic image of an Indian Flying Fox that is 22.0 years old.,1,0.5*lifespan,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"mature,vigorous,strong,healthy,adult,muscular,toned,fit,agile,vibrant,sturdy,strong and healthy,muscular and toned body,vitality and good health,vibrant and sturdy appearance,prime of their life",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of an Indian Flying Fox that is 22.0 years old.'? Is the correct temporal knowledge applied (i.e. 220 years old)? Just reply with 'yes' or 'no'.
1480,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is 1 month old,youth,Give me,Give me a photorealistic image of an Indian Flying Fox that is one month old.,1,1 month,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"tiny,soft,infant,juvenile,suckling,offspring,baby,small,bright-eyed,smooth,bright eyes,wide and open eyes,cuddly and endearing presence",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an Indian Flying Fox that is one month old.'? Is the correct temporal knowledge applied (i.e. one month old)? Just reply with 'yes' or 'no'.
1481,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (lifespan*0.8) years old,unrealistic age,Give me,Give me a photorealistic image of an Indian Flying Fox that is 35 years old.,1,lifespan*0.8,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"elderly,aged,grey,wrinkled,signs of aging,graying fur,thinning fur,weathered appearance,wrinkled skin",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an Indian Flying Fox that is 35 years old.'? Is the correct temporal knowledge applied (i.e. 35 years old)? Just reply with 'yes' or 'no'.
1482,Indian Flying Fox,15.0,44.0,(imperative) a photorealistic image of (name) that is (2*lifespan) years old,unrealistic age,Give me,Give me a photorealistic image of an Indian Flying Fox that is 88 years old.,2,lifespan*2,http://commons.wikimedia.org/wiki/Special:FilePath/Pteropus%20giganteus%20fg01.JPG,"lifeless,deceased,dead,late,passed,perished,death,passing,decease,mortality",Is the following subject present in the image: 'Indian Flying Fox'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of an Indian Flying Fox that is 88 years old.'? Is the correct temporal knowledge applied (i.e. 88 years old)? Just reply with 'yes' or 'no'.
