index,subject,DemolitionDate,goldenrecordImages,promptcategory,BuildingCoordinates,BuildingCountry,RandomBefore,RandomAfter,BuildingCoordinates.1,lon,lat,commonsCategory,isInGoogleLandmark,inception,WikipediaPagesCount,prompt,Imperative,PromptTemplate,difficulty,currentState,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
658,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,random after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Create a photorealistic image of the Monbijou Palace in Germany on 9/9/1967,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Monbijou Palace in Germany on 9/9/1967'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
659,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Create a photorealistic image of the Monbijou Palace in Germany after 01/01/1959,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Monbijou Palace in Germany after 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
660,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,random before,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Give me a photorealistic image of the Monbijou Palace in Germany on 11/09/1924,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monbijou Palace in Germany on 11/09/1924'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
661,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,before,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Give me a photorealistic image of the Monbijou Palace in Germany before 01/01/1959,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monbijou Palace in Germany before 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
662,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,random after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Give me a photorealistic image of the Monbijou Palace in Germany on 9/9/1967,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monbijou Palace in Germany on 9/9/1967'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
663,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Give me a photorealistic image of the Monbijou Palace in Germany after 01/01/1959,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monbijou Palace in Germany after 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
664,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,random before,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Generate a photorealistic image of the Monbijou Palace in Germany on 11/09/1924,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monbijou Palace in Germany on 11/09/1924'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
665,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,before,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Generate a photorealistic image of the Monbijou Palace in Germany before 01/01/1959,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monbijou Palace in Germany before 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
666,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,random after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Generate a photorealistic image of the Monbijou Palace in Germany on 9/9/1967,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monbijou Palace in Germany on 9/9/1967'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
667,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Generate a photorealistic image of the Monbijou Palace in Germany after 01/01/1959,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monbijou Palace in Germany after 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
668,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,random before,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Produce a photorealistic image of the Monbijou Palace in Germany on 11/09/1924,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monbijou Palace in Germany on 11/09/1924'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
669,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,before,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Produce a photorealistic image of the Monbijou Palace in Germany before 01/01/1959,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monbijou Palace in Germany before 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
670,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,random after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Produce a photorealistic image of the Monbijou Palace in Germany on 9/9/1967,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monbijou Palace in Germany on 9/9/1967'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
671,Monbijou Palace,01/01/1959,http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20B%20145%20Bild-P014925%2C%20Berlin%2C%20Schlo%C3%9F%20Monbijou.jpg,after,Point(13.3967 52.5233),Germany,11/09/1924,9/9/1967,Point(13.3967 52.5233),13.3967,52.5233,https://commons.wikimedia.org/wiki/Category:Monbijou%20Palace,0,01/01/1703,16,Produce a photorealistic image of the Monbijou Palace in Germany after 01/01/1959,Produce,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monbijou Palace'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Produce a photorealistic image of the Monbijou Palace in Germany after 01/01/1959'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
672,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
673,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
674,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
675,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991,Create,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Create a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
676,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
677,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
678,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
679,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991,Give me,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Give me a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
680,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomBefore},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 12/28/1986'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
681,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,before,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} before {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic before 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
682,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,random after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} on {randomAfter},2,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic on 2/25/1993'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
683,Monument of the Great October Revolution,09/12/1991,http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Oktoberrevolution%20Kiew.png,after,Point(30.525611111 50.449416666),Ukrainian Soviet Socialist Republic,12/28/1986,2/25/1993,Point(30.525611111 50.449416666),30.52561111,50.44941667,,0,10/22/1977,5,Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991,Generate,{imperative} a photorealistic image of the {name} in {BuildingCountry} after {demolitionDate},1,demolished,"ruined,dilapidated,shattered,decayed,wrecked,ravaged,devastated,demolished,destroyed,torn off,rubble,debris,ruins,wreckage,fragments,remains,state of ruin",Is the following subject present in the image: 'Monument of the Great October Revolution'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of the Monument of the Great October Revolution in Ukrainian Soviet Socialist Republic after 09/12/1991'? Is the correct temporal knowledge applied (i.e. the building at the specific date)? Just reply with 'yes' or 'no'.
