index,promptcategory,timecategory,imperative,temporalvalue,daytimevalue,subject,prompt,difficulty,prompttemplate,expectedValue,annotation_prompt_0,annotation_prompt_1,annotation_prompt_2
971,Seasonality,Date,Generate,12/24/1808,,a forest,Generate a photorealistic image of a forest in europe on 12/24/1808 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 12/24/1808 '? Is the correct temporal knowledge applied (i.e. 12/24/1808)? Just reply with 'yes' or 'no'.
972,Seasonality,Date,Generate,12/14/1868,,a forest,Generate a photorealistic image of a forest in europe on 12/14/1868 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 12/14/1868 '? Is the correct temporal knowledge applied (i.e. 12/14/1868)? Just reply with 'yes' or 'no'.
973,Seasonality,Date,Generate,01/16/1908,,a forest,Generate a photorealistic image of a forest in europe on 01/16/1908 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 01/16/1908 '? Is the correct temporal knowledge applied (i.e. 01/16/1908)? Just reply with 'yes' or 'no'.
974,Seasonality,Date,Generate,01/05/1988,,a forest,Generate a photorealistic image of a forest in europe on 01/05/1988 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 01/05/1988 '? Is the correct temporal knowledge applied (i.e. 01/05/1988)? Just reply with 'yes' or 'no'.
975,Seasonality,Date,Generate,02/03/1936,,a forest,Generate a photorealistic image of a forest in europe on 02/03/1936 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 02/03/1936 '? Is the correct temporal knowledge applied (i.e. 02/03/1936)? Just reply with 'yes' or 'no'.
976,Seasonality,Date,Generate,02/28/1976,,a forest,Generate a photorealistic image of a forest in europe on 02/28/1976 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 02/28/1976 '? Is the correct temporal knowledge applied (i.e. 02/28/1976)? Just reply with 'yes' or 'no'.
977,Seasonality,Date,Generate,03/09/1947,,a forest,Generate a photorealistic image of a forest in europe on 03/09/1947 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 03/09/1947 '? Is the correct temporal knowledge applied (i.e. 03/09/1947)? Just reply with 'yes' or 'no'.
978,Seasonality,Date,Generate,03/28/1997,,a forest,Generate a photorealistic image of a forest in europe on 03/28/1997 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 03/28/1997 '? Is the correct temporal knowledge applied (i.e. 03/28/1997)? Just reply with 'yes' or 'no'.
979,Seasonality,Date,Generate,04/18/1906,,a forest,Generate a photorealistic image of a forest in europe on 04/18/1906 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 04/18/1906 '? Is the correct temporal knowledge applied (i.e. 04/18/1906)? Just reply with 'yes' or 'no'.
980,Seasonality,Date,Generate,04/24/1974,,a forest,Generate a photorealistic image of a forest in europe on 04/24/1974 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 04/24/1974 '? Is the correct temporal knowledge applied (i.e. 04/24/1974)? Just reply with 'yes' or 'no'.
981,Seasonality,Date,Generate,05/30/1942,,a forest,Generate a photorealistic image of a forest in europe on 05/30/1942 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 05/30/1942 '? Is the correct temporal knowledge applied (i.e. 05/30/1942)? Just reply with 'yes' or 'no'.
982,Seasonality,Date,Generate,05/17/1970,,a forest,Generate a photorealistic image of a forest in europe on 05/17/1970 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 05/17/1970 '? Is the correct temporal knowledge applied (i.e. 05/17/1970)? Just reply with 'yes' or 'no'.
983,Seasonality,Date,Generate,06/15/1920,,a forest,Generate a photorealistic image of a forest in europe on 06/15/1920 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 06/15/1920 '? Is the correct temporal knowledge applied (i.e. 06/15/1920)? Just reply with 'yes' or 'no'.
984,Seasonality,Date,Generate,06/04/1991,,a forest,Generate a photorealistic image of a forest in europe on 06/04/1991 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 06/04/1991 '? Is the correct temporal knowledge applied (i.e. 06/04/1991)? Just reply with 'yes' or 'no'.
985,Seasonality,Date,Generate,07/08/1922,,a forest,Generate a photorealistic image of a forest in europe on 07/08/1922 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 07/08/1922 '? Is the correct temporal knowledge applied (i.e. 07/08/1922)? Just reply with 'yes' or 'no'.
986,Seasonality,Date,Generate,07/02/1963,,a forest,Generate a photorealistic image of a forest in europe on 07/02/1963 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 07/02/1963 '? Is the correct temporal knowledge applied (i.e. 07/02/1963)? Just reply with 'yes' or 'no'.
987,Seasonality,Date,Generate,08/19/1940,,a forest,Generate a photorealistic image of a forest in europe on 08/19/1940 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 08/19/1940 '? Is the correct temporal knowledge applied (i.e. 08/19/1940)? Just reply with 'yes' or 'no'.
988,Seasonality,Date,Generate,08/01/1998,,a forest,Generate a photorealistic image of a forest in europe on 08/01/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 08/01/1998 '? Is the correct temporal knowledge applied (i.e. 08/01/1998)? Just reply with 'yes' or 'no'.
989,Seasonality,Date,Generate,09/30/1939,,a forest,Generate a photorealistic image of a forest in europe on 09/30/1939 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 09/30/1939 '? Is the correct temporal knowledge applied (i.e. 09/30/1939)? Just reply with 'yes' or 'no'.
990,Seasonality,Date,Generate,09/17/1968,,a forest,Generate a photorealistic image of a forest in europe on 09/17/1968 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 09/17/1968 '? Is the correct temporal knowledge applied (i.e. 09/17/1968)? Just reply with 'yes' or 'no'.
991,Seasonality,Date,Generate,10/14/1900,,a forest,Generate a photorealistic image of a forest in europe on 10/14/1900 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 10/14/1900 '? Is the correct temporal knowledge applied (i.e. 10/14/1900)? Just reply with 'yes' or 'no'.
992,Seasonality,Date,Generate,10/05/1971,,a forest,Generate a photorealistic image of a forest in europe on 10/05/1971 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 10/05/1971 '? Is the correct temporal knowledge applied (i.e. 10/05/1971)? Just reply with 'yes' or 'no'.
993,Seasonality,Date,Generate,11/28/1904,,a forest,Generate a photorealistic image of a forest in europe on 11/28/1904 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 11/28/1904 '? Is the correct temporal knowledge applied (i.e. 11/28/1904)? Just reply with 'yes' or 'no'.
994,Seasonality,Date,Generate,11/10/1985,,a forest,Generate a photorealistic image of a forest in europe on 11/10/1985 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 11/10/1985 '? Is the correct temporal knowledge applied (i.e. 11/10/1985)? Just reply with 'yes' or 'no'.
995,Seasonality,Date,Generate,12/06/1938,,a forest,Generate a photorealistic image of a forest in europe on 12/06/1938 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 12/06/1938 '? Is the correct temporal knowledge applied (i.e. 12/06/1938)? Just reply with 'yes' or 'no'.
996,Seasonality,Date,Generate,12/25/1998,,a forest,Generate a photorealistic image of a forest in europe on 12/25/1998 ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe on 12/25/1998 '? Is the correct temporal knowledge applied (i.e. 12/25/1998)? Just reply with 'yes' or 'no'.
997,Daytime,Daytime,Generate,,morning,a forest,Generate a photorealistic image of a forest in europe in the morning,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe in the morning'? Is the correct temporal knowledge applied (i.e. morning)? Just reply with 'yes' or 'no'.
998,Daytime,Daytime,Generate,,evening,a forest,Generate a photorealistic image of a forest in europe in the evening,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,long shadows,deep shadows",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe in the evening'? Is the correct temporal knowledge applied (i.e. evening)? Just reply with 'yes' or 'no'.
999,Daytime,Daytime,Generate,,6am,a forest,Generate a photorealistic image of a forest in europe at 6am,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,dewy,misty,sunrise,soft light,golden light,rising sun",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe at 6am'? Is the correct temporal knowledge applied (i.e. 6am)? Just reply with 'yes' or 'no'.
1000,Daytime,Daytime,Generate,,6pm,a forest,Generate a photorealistic image of a forest in europe at 6pm,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"nan,shadowy,dim,sunset,setting sun,shadows lengthen,shadows deepen",Is the following subject present in the image: 'a forest'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a forest in europe at 6pm'? Is the correct temporal knowledge applied (i.e. 6pm)? Just reply with 'yes' or 'no'.
1001,Seasonality,Month,Generate,january,,a landscape,Generate a photorealistic image of a landscape in europe in january ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in january '? Is the correct temporal knowledge applied (i.e. january)? Just reply with 'yes' or 'no'.
1002,Seasonality,Month,Generate,february,,a landscape,Generate a photorealistic image of a landscape in europe in february ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in february '? Is the correct temporal knowledge applied (i.e. february)? Just reply with 'yes' or 'no'.
1003,Seasonality,Month,Generate,march,,a landscape,Generate a photorealistic image of a landscape in europe in march ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in march '? Is the correct temporal knowledge applied (i.e. march)? Just reply with 'yes' or 'no'.
1004,Seasonality,Month,Generate,april,,a landscape,Generate a photorealistic image of a landscape in europe in april ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in april '? Is the correct temporal knowledge applied (i.e. april)? Just reply with 'yes' or 'no'.
1005,Seasonality,Month,Generate,may,,a landscape,Generate a photorealistic image of a landscape in europe in may ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in may '? Is the correct temporal knowledge applied (i.e. may)? Just reply with 'yes' or 'no'.
1006,Seasonality,Month,Generate,june,,a landscape,Generate a photorealistic image of a landscape in europe in june ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in june '? Is the correct temporal knowledge applied (i.e. june)? Just reply with 'yes' or 'no'.
1007,Seasonality,Month,Generate,july,,a landscape,Generate a photorealistic image of a landscape in europe in july ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in july '? Is the correct temporal knowledge applied (i.e. july)? Just reply with 'yes' or 'no'.
1008,Seasonality,Month,Generate,august,,a landscape,Generate a photorealistic image of a landscape in europe in august ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in august '? Is the correct temporal knowledge applied (i.e. august)? Just reply with 'yes' or 'no'.
1009,Seasonality,Month,Generate,september,,a landscape,Generate a photorealistic image of a landscape in europe in september ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in september '? Is the correct temporal knowledge applied (i.e. september)? Just reply with 'yes' or 'no'.
1010,Seasonality,Month,Generate,november,,a landscape,Generate a photorealistic image of a landscape in europe in november ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in november '? Is the correct temporal knowledge applied (i.e. november)? Just reply with 'yes' or 'no'.
1011,Seasonality,Month,Generate,december,,a landscape,Generate a photorealistic image of a landscape in europe in december ,2,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in december '? Is the correct temporal knowledge applied (i.e. december)? Just reply with 'yes' or 'no'.
1012,Seasonality,Season,Generate,spring,,a landscape,Generate a photorealistic image of a landscape in europe in spring ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal,blooming,lush,blossoming,green,greenery,flowers,bloom,fresh greenery,trees and plants covered in buds and blossoms,nature's renewal",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in spring '? Is the correct temporal knowledge applied (i.e. spring)? Just reply with 'yes' or 'no'.
1013,Seasonality,Season,Generate,summer,,a landscape,Generate a photorealistic image of a landscape in europe in summer ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine,sunny,bright,green,warm,sunshine,greenery,warmth,blue skies,bright sunshine",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in summer '? Is the correct temporal knowledge applied (i.e. summer)? Just reply with 'yes' or 'no'.
1014,Seasonality,Season,Generate,fall,,a landscape,Generate a photorealistic image of a landscape in europe in fall ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"golden,leaves,colored leaves,orange leaves,warm-hued landscape,golden,leaves,colored leaves,orange leaves,warm-hued landscape",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in fall '? Is the correct temporal knowledge applied (i.e. fall)? Just reply with 'yes' or 'no'.
1015,Seasonality,Season,Generate,winter,,a landscape,Generate a photorealistic image of a landscape in europe in winter ,1,(imperative) a photorealistic image of (place) in Europe (temporalvalue/daytimevalue),"frosty,snowy,icy,snow,ice,frost,frosty and icy,frosty,snowy,icy,snow,ice,frost,frosty and icy",Is the following subject present in the image: 'a landscape'? Just reply with 'yes' or 'no'.,Is the image without any visual generation errors? Just reply with 'yes' or 'no'.,Is the image correct for the following prompt: 'Generate a photorealistic image of a landscape in europe in winter '? Is the correct temporal knowledge applied (i.e. winter)? Just reply with 'yes' or 'no'.
